b'id',b'key',b'value',b'type'
b'15733947',b'place',b'hamlet',b'regular'
b'15831530',b'created_by',b'JOSM',b'regular'
b'15831531',b'barrier',b'stile',b'regular'
b'15831531',b'foot',b'yes',b'regular'
b'15834125',b'created_by',b'JOSM',b'regular'
b'15834126',b'created_by',b'JOSM',b'regular'
b'15834133',b'barrier',b'stile',b'regular'
b'15834133',b'foot',b'yes',b'regular'
b'15834137',b'barrier',b'stile',b'regular'
b'15834137',b'foot',b'yes',b'regular'
b'15834139',b'barrier',b'stile',b'regular'
b'15834139',b'foot',b'yes',b'regular'
b'15834154',b'barrier',b'stile',b'regular'
b'15834154',b'foot',b'yes',b'regular'
b'15834155',b'barrier',b'stile',b'regular'
b'15834155',b'foot',b'yes',b'regular'
b'15834170',b'created_by',b'JOSM',b'regular'
b'15834172',b'created_by',b'JOSM',b'regular'
b'15834173',b'created_by',b'JOSM',b'regular'
b'15834174',b'created_by',b'JOSM',b'regular'
b'15834182',b'created_by',b'JOSM',b'regular'
b'15834198',b'created_by',b'JOSM',b'regular'
b'15834200',b'created_by',b'JOSM',b'regular'
b'15834203',b'created_by',b'JOSM',b'regular'
b'15834206',b'created_by',b'JOSM',b'regular'
b'15834208',b'created_by',b'JOSM',b'regular'
b'15834209',b'created_by',b'JOSM',b'regular'
b'15834211',b'created_by',b'JOSM',b'regular'
b'15834212',b'created_by',b'JOSM',b'regular'
b'15843928',b'amenity',b'cafe',b'regular'
b'15843928',b'name',b'The Foxcote Tea Rooms',b'regular'
b'15843928',b'note',b'closed as pub 2011 or earlier',b'regular'
b'16256496',b'created_by',b'JOSM',b'regular'
b'16256504',b'created_by',b'JOSM',b'regular'
b'16479155',b'created_by',b'JOSM',b'regular'
b'16479156',b'created_by',b'JOSM',b'regular'
b'16479165',b'created_by',b'JOSM',b'regular'
b'16483546',b'is_in',"b'Vale Royal, Cheshire, England, UK'",b'regular'
b'16483546',b'name',b'Manley Common',b'regular'
b'16483546',b'place',b'hamlet',b'regular'
b'16521166',b'created_by',b'JOSM',b'regular'
b'16523894',b'created_by',b'JOSM',b'regular'
b'16523896',b'created_by',b'JOSM',b'regular'
b'16523898',b'created_by',b'JOSM',b'regular'
b'16660583',b'created_by',b'JOSM',b'regular'
b'16660584',b'created_by',b'JOSM',b'regular'
b'16660585',b'created_by',b'JOSM',b'regular'
b'16660586',b'created_by',b'JOSM',b'regular'
b'16660587',b'created_by',b'JOSM',b'regular'
b'16660588',b'created_by',b'JOSM',b'regular'
b'16660589',b'created_by',b'JOSM',b'regular'
b'16660590',b'created_by',b'JOSM',b'regular'
b'16660591',b'created_by',b'JOSM',b'regular'
b'16660592',b'created_by',b'JOSM',b'regular'
b'16660595',b'created_by',b'JOSM',b'regular'
b'16660596',b'created_by',b'JOSM',b'regular'
b'16660597',b'created_by',b'JOSM',b'regular'
b'16660598',b'created_by',b'JOSM',b'regular'
b'16660599',b'created_by',b'JOSM',b'regular'
b'16660600',b'created_by',b'JOSM',b'regular'
b'16660602',b'created_by',b'JOSM',b'regular'
b'16660617',b'created_by',b'JOSM',b'regular'
b'16660662',b'created_by',b'JOSM',b'regular'
b'16660663',b'created_by',b'JOSM',b'regular'
b'16660664',b'created_by',b'JOSM',b'regular'
b'16660702',b'created_by',b'JOSM',b'regular'
b'16660704',b'created_by',b'JOSM',b'regular'
b'16660705',b'created_by',b'JOSM',b'regular'
b'16660706',b'created_by',b'JOSM',b'regular'
b'16660707',b'created_by',b'JOSM',b'regular'
b'16703813',b'created_by',b'JOSM',b'regular'
b'16703813',b'is_in',"b'Vale Royal, Cheshire, England, UK'",b'regular'
b'16703813',b'name',b'Alvanley',b'regular'
b'16703813',b'place',b'hamlet',b'regular'
b'17286415',b'created_by',b'JOSM',b'regular'
b'17286415',b'is_in',"b'Vale Royal, Cheshire, England, UK'",b'regular'
b'17286415',b'name',b'Norley',b'regular'
b'17286415',b'place',b'village',b'regular'
b'17307229',b'name',b'Tattenhall Road',b'regular'
b'17307229',b'railway',b'station_site',b'regular'
b'17307230',b'created_by',b'JOSM',b'regular'
b'17307231',b'created_by',b'JOSM',b'regular'
b'17307232',b'created_by',b'JOSM',b'regular'
b'17307234',b'created_by',b'JOSM',b'regular'
b'17307239',b'created_by',b'JOSM',b'regular'
b'17404094',b'created_by',b'JOSM',b'regular'
b'17404095',b'created_by',b'JOSM',b'regular'
b'17404099',b'created_by',b'JOSM',b'regular'
b'17404103',b'created_by',b'JOSM',b'regular'
b'17404107',b'created_by',b'JOSM',b'regular'
b'17404108',b'created_by',b'JOSM',b'regular'
b'17404109',b'created_by',b'JOSM',b'regular'
b'17404110',b'created_by',b'JOSM',b'regular'
b'17404112',b'created_by',b'JOSM',b'regular'
b'17404116',b'created_by',b'JOSM',b'regular'
b'17404119',b'created_by',b'JOSM',b'regular'
b'17404120',b'created_by',b'JOSM',b'regular'
b'17955392',b'created_by',b'JOSM',b'regular'
b'17955393',b'created_by',b'JOSM',b'regular'
b'17955394',b'created_by',b'JOSM',b'regular'
b'17955396',b'created_by',b'JOSM',b'regular'
b'17955397',b'created_by',b'JOSM',b'regular'
b'17955398',b'created_by',b'JOSM',b'regular'
b'17955399',b'created_by',b'JOSM',b'regular'
b'17955400',b'created_by',b'JOSM',b'regular'
b'17955401',b'highway',b'turning_circle',b'regular'
b'17955402',b'highway',b'turning_circle',b'regular'
b'17955415',b'highway',b'turning_circle',b'regular'
b'17955424',b'created_by',b'JOSM',b'regular'
b'17955429',b'created_by',b'JOSM',b'regular'
b'17955430',b'created_by',b'JOSM',b'regular'
b'17955431',b'created_by',b'JOSM',b'regular'
b'17955432',b'created_by',b'JOSM',b'regular'
b'17955433',b'created_by',b'JOSM',b'regular'
b'17955435',b'created_by',b'JOSM',b'regular'
b'17955436',b'created_by',b'JOSM',b'regular'
b'17955440',b'created_by',b'JOSM',b'regular'
b'17955441',b'created_by',b'JOSM',b'regular'
b'17955443',b'created_by',b'JOSM',b'regular'
b'17955445',b'created_by',b'JOSM',b'regular'
b'17955446',b'created_by',b'JOSM',b'regular'
b'17955447',b'created_by',b'JOSM',b'regular'
b'17955448',b'created_by',b'JOSM',b'regular'
b'17955457',b'created_by',b'JOSM',b'regular'
b'17955458',b'created_by',b'JOSM',b'regular'
b'17955460',b'created_by',b'JOSM',b'regular'
b'17955461',b'created_by',b'JOSM',b'regular'
b'17955465',b'created_by',b'JOSM',b'regular'
b'17955466',b'created_by',b'JOSM',b'regular'
b'17955467',b'created_by',b'JOSM',b'regular'
b'17955468',b'created_by',b'JOSM',b'regular'
b'17955471',b'created_by',b'JOSM',b'regular'
b'17955475',b'created_by',b'JOSM',b'regular'
b'17955491',b'created_by',b'JOSM',b'regular'
b'17955492',b'created_by',b'JOSM',b'regular'
b'17955494',b'created_by',b'JOSM',b'regular'
b'17955495',b'created_by',b'JOSM',b'regular'
b'17955496',b'created_by',b'JOSM',b'regular'
b'17955497',b'created_by',b'JOSM',b'regular'
b'17955499',b'created_by',b'JOSM',b'regular'
b'17955500',b'created_by',b'JOSM',b'regular'
b'17955503',b'created_by',b'JOSM',b'regular'
b'17955505',b'created_by',b'JOSM',b'regular'
b'17955507',b'created_by',b'JOSM',b'regular'
b'17955508',b'created_by',b'JOSM',b'regular'
b'17955509',b'created_by',b'JOSM',b'regular'
b'17955512',b'created_by',b'JOSM',b'regular'
b'17955514',b'created_by',b'JOSM',b'regular'
b'17955515',b'created_by',b'JOSM',b'regular'
b'17955518',b'created_by',b'JOSM',b'regular'
b'17955521',b'created_by',b'JOSM',b'regular'
b'17955522',b'created_by',b'JOSM',b'regular'
b'17955523',b'created_by',b'JOSM',b'regular'
b'17955526',b'created_by',b'JOSM',b'regular'
b'17955529',b'created_by',b'JOSM',b'regular'
b'17955530',b'created_by',b'JOSM',b'regular'
b'17955531',b'created_by',b'JOSM',b'regular'
b'17955532',b'created_by',b'JOSM',b'regular'
b'17955533',b'created_by',b'JOSM',b'regular'
b'17955534',b'created_by',b'JOSM',b'regular'
b'17955535',b'created_by',b'JOSM',b'regular'
b'17955536',b'created_by',b'JOSM',b'regular'
b'17955539',b'created_by',b'JOSM',b'regular'
b'17955542',b'created_by',b'JOSM',b'regular'
b'17955543',b'created_by',b'JOSM',b'regular'
b'17955544',b'created_by',b'JOSM',b'regular'
b'17955546',b'created_by',b'JOSM',b'regular'
b'17955548',b'created_by',b'JOSM',b'regular'
b'17955550',b'created_by',b'JOSM',b'regular'
b'17955551',b'created_by',b'JOSM',b'regular'
b'17955552',b'created_by',b'JOSM',b'regular'
b'17955557',b'created_by',b'JOSM',b'regular'
b'17956189',b'created_by',b'JOSM',b'regular'
b'17956190',b'created_by',b'JOSM',b'regular'
b'17956191',b'created_by',b'JOSM',b'regular'
b'17956192',b'created_by',b'JOSM',b'regular'
b'17956193',b'created_by',b'JOSM',b'regular'
b'17956194',b'created_by',b'JOSM',b'regular'
b'17956195',b'created_by',b'JOSM',b'regular'
b'17956196',b'created_by',b'JOSM',b'regular'
b'17956197',b'created_by',b'JOSM',b'regular'
b'17956198',b'created_by',b'JOSM',b'regular'
b'17956201',b'created_by',b'JOSM',b'regular'
b'17956202',b'created_by',b'JOSM',b'regular'
b'17979347',b'created_by',b'JOSM',b'regular'
b'17979348',b'created_by',b'JOSM',b'regular'
b'17979352',b'created_by',b'JOSM',b'regular'
b'17979353',b'created_by',b'JOSM',b'regular'
b'17979354',b'created_by',b'JOSM',b'regular'
b'18008802',b'barrier',b'bollard',b'regular'
b'18008803',b'created_by',b'JOSM',b'regular'
b'18008806',b'created_by',b'JOSM',b'regular'
b'18008811',b'created_by',b'JOSM',b'regular'
b'18008812',b'created_by',b'JOSM',b'regular'
b'18008813',b'created_by',b'JOSM',b'regular'
b'18008814',b'created_by',b'JOSM',b'regular'
b'18008815',b'created_by',b'JOSM',b'regular'
b'18008816',b'created_by',b'JOSM',b'regular'
b'18008817',b'created_by',b'JOSM',b'regular'
b'18008818',b'created_by',b'JOSM',b'regular'
b'18008819',b'created_by',b'JOSM',b'regular'
b'18008830',b'created_by',b'JOSM',b'regular'
b'18008832',b'created_by',b'JOSM',b'regular'
b'18008840',b'created_by',b'JOSM',b'regular'
b'18008842',b'created_by',b'JOSM',b'regular'
b'18008843',b'created_by',b'JOSM',b'regular'
b'18008844',b'created_by',b'JOSM',b'regular'
b'18008845',b'created_by',b'JOSM',b'regular'
b'18008857',b'crossing',b'uncontrolled',b'regular'
b'18008857',b'crossing_ref',b'zebra',b'regular'
b'18008857',b'highway',b'crossing',b'regular'
b'18008860',b'housenumber',b'78',b'addr'
b'18008860',b'postcode',b'CW6 0AT',b'addr'
b'18008860',b'street',b'High Street',b'addr'
b'18008860',b'amenity',b'pub',b'regular'
b'18008860',b'disused',b'yes',b'regular'
b'18008860',b'id',b'846218',b'fhrs'
b'18008860',b'name',b'Crown Hotel',b'regular'
b'18008860',b'addr',b'FHRS Open Data',b'source'
b'18008861',b'amenity',b'pub',b'regular'
b'18008861',b'name',b'Rising Sun PH',b'regular'
b'18008861',b'operator',b'Robinsons',b'regular'
b'18008861',b'website',b'https://www.robinsonsbrewery.com/pubs-inns-and-hotels/find-a-pub/o-s/risingsun',b'regular'
b'18008861',b'wifi',b'yes',b'regular'
b'18009095',b'name',b'Eaton',b'regular'
b'18009095',b'place',b'village',b'regular'
b'18475981',b'created_by',b'JOSM',b'regular'
b'18475983',b'created_by',b'JOSM',b'regular'
b'18475984',b'created_by',b'JOSM',b'regular'
b'18475985',b'created_by',b'JOSM',b'regular'
b'18476006',b'created_by',b'JOSM',b'regular'
b'18476007',b'created_by',b'JOSM',b'regular'
b'18476008',b'created_by',b'JOSM',b'regular'
b'18476010',b'created_by',b'JOSM',b'regular'
b'18476012',b'created_by',b'JOSM',b'regular'
b'18476014',b'created_by',b'JOSM',b'regular'
b'18476017',b'created_by',b'JOSM',b'regular'
b'18476022',b'created_by',b'JOSM',b'regular'
b'18476025',b'created_by',b'JOSM',b'regular'
b'18476026',b'created_by',b'JOSM',b'regular'
b'18476027',b'created_by',b'JOSM',b'regular'
b'18476028',b'created_by',b'JOSM',b'regular'
b'18476036',b'created_by',b'JOSM',b'regular'
b'18476037',b'created_by',b'JOSM',b'regular'
b'18476038',b'created_by',b'JOSM',b'regular'
b'18476042',b'created_by',b'JOSM',b'regular'
b'18476046',b'created_by',b'JOSM',b'regular'
b'18476062',b'created_by',b'JOSM',b'regular'
b'18476071',b'created_by',b'JOSM',b'regular'
b'18476085',b'created_by',b'JOSM',b'regular'
b'18476086',b'created_by',b'JOSM',b'regular'
b'18476087',b'created_by',b'JOSM',b'regular'
b'18476092',b'created_by',b'JOSM',b'regular'
b'18476092',b'name',b'Cotebrook',b'regular'
b'18476092',b'place',b'hamlet',b'regular'
b'18476093',b'created_by',b'JOSM',b'regular'
b'18476094',b'created_by',b'JOSM',b'regular'
b'18476097',b'created_by',b'JOSM',b'regular'
b'18476098',b'created_by',b'JOSM',b'regular'
b'18476101',b'created_by',b'JOSM',b'regular'
b'18476102',b'created_by',b'JOSM',b'regular'
b'18476105',b'created_by',b'JOSM',b'regular'
b'18476107',b'created_by',b'JOSM',b'regular'
b'18476108',b'created_by',b'JOSM',b'regular'
b'18476109',b'created_by',b'JOSM',b'regular'
b'18476110',b'created_by',b'JOSM',b'regular'
b'18476111',b'created_by',b'JOSM',b'regular'
b'18476116',b'created_by',b'JOSM',b'regular'
b'18476121',b'created_by',b'JOSM',b'regular'
b'18476126',b'created_by',b'JOSM',b'regular'
b'18476127',b'created_by',b'JOSM',b'regular'
b'18476132',b'created_by',b'JOSM',b'regular'
b'18476148',b'created_by',b'JOSM',b'regular'
b'18476151',b'created_by',b'JOSM',b'regular'
b'18476152',b'created_by',b'JOSM',b'regular'
b'18476155',b'created_by',b'JOSM',b'regular'
b'18476156',b'created_by',b'JOSM',b'regular'
b'18476157',b'created_by',b'JOSM',b'regular'
b'18476158',b'created_by',b'JOSM',b'regular'
b'18476164',b'highway',b'turning_circle',b'regular'
b'18476169',b'created_by',b'JOSM',b'regular'
b'18476179',b'created_by',b'JOSM',b'regular'
b'18476180',b'created_by',b'JOSM',b'regular'
b'18476181',b'created_by',b'JOSM',b'regular'
b'18615339',b'created_by',b'JOSM',b'regular'
b'18615350',b'created_by',b'JOSM',b'regular'
b'18615354',b'created_by',b'JOSM',b'regular'
b'18615364',b'created_by',b'JOSM',b'regular'
b'18615365',b'created_by',b'JOSM',b'regular'
b'18619148',b'created_by',b'JOSM',b'regular'
b'18619149',b'created_by',b'JOSM',b'regular'
b'18667725',b'created_by',b'JOSM',b'regular'
b'18667746',b'created_by',b'JOSM',b'regular'
b'18667747',b'created_by',b'JOSM',b'regular'
b'18667748',b'created_by',b'JOSM',b'regular'
b'18667749',b'created_by',b'JOSM',b'regular'
b'18667750',b'created_by',b'JOSM',b'regular'
b'18667752',b'created_by',b'JOSM',b'regular'
b'18667752',b'is_in',"b'Vale Royal, Cheshire, England, UK'",b'regular'
b'18667752',b'name',b'Manley',b'regular'
b'18667752',b'place',b'village',b'regular'
b'18667753',b'created_by',b'JOSM',b'regular'
b'18667753',b'is_in',"b'Vale Royal, Cheshire, England, UK'",b'regular'
b'18667753',b'name',b'Mouldsworth',b'regular'
b'18667753',b'place',b'village',b'regular'
b'19445607',b'created_by',b'JOSM',b'regular'
b'19445608',b'created_by',b'JOSM',b'regular'
b'19445609',b'created_by',b'JOSM',b'regular'
b'19445610',b'created_by',b'JOSM',b'regular'
b'19445612',b'highway',b'give_way',b'regular'
b'19445613',b'created_by',b'JOSM',b'regular'
b'19445614',b'created_by',b'JOSM',b'regular'
b'19445619',b'created_by',b'JOSM',b'regular'
b'19445620',b'created_by',b'JOSM',b'regular'
b'19445621',b'created_by',b'JOSM',b'regular'
b'19445622',b'created_by',b'JOSM',b'regular'
b'19445623',b'created_by',b'JOSM',b'regular'
b'19445624',b'created_by',b'JOSM',b'regular'
b'19445625',b'created_by',b'JOSM',b'regular'
b'19445626',b'created_by',b'JOSM',b'regular'
b'19445627',b'created_by',b'JOSM',b'regular'
b'19445628',b'created_by',b'JOSM',b'regular'
b'19445629',b'created_by',b'JOSM',b'regular'
b'19445630',b'created_by',b'JOSM',b'regular'
b'19445631',b'created_by',b'JOSM',b'regular'
b'19445632',b'created_by',b'JOSM',b'regular'
b'19445633',b'created_by',b'JOSM',b'regular'
b'19445634',b'created_by',b'JOSM',b'regular'
b'19445635',b'created_by',b'JOSM',b'regular'
b'19445636',b'created_by',b'JOSM',b'regular'
b'19445637',b'created_by',b'JOSM',b'regular'
b'19445638',b'created_by',b'JOSM',b'regular'
b'19445639',b'created_by',b'JOSM',b'regular'
b'19445640',b'created_by',b'JOSM',b'regular'
b'19445641',b'created_by',b'JOSM',b'regular'
b'19445644',b'created_by',b'JOSM',b'regular'
b'19445645',b'created_by',b'JOSM',b'regular'
b'19445646',b'created_by',b'JOSM',b'regular'
b'19445647',b'created_by',b'JOSM',b'regular'
b'19445648',b'created_by',b'JOSM',b'regular'
b'19445649',b'created_by',b'JOSM',b'regular'
b'19445650',b'created_by',b'JOSM',b'regular'
b'19445651',b'created_by',b'JOSM',b'regular'
b'19445652',b'created_by',b'JOSM',b'regular'
b'19445653',b'created_by',b'JOSM',b'regular'
b'19445654',b'created_by',b'JOSM',b'regular'
b'19445655',b'created_by',b'JOSM',b'regular'
b'19445656',b'created_by',b'JOSM',b'regular'
b'19445657',b'created_by',b'JOSM',b'regular'
b'19445658',b'created_by',b'JOSM',b'regular'
b'19445659',b'created_by',b'JOSM',b'regular'
b'19445660',b'created_by',b'JOSM',b'regular'
b'19445661',b'created_by',b'JOSM',b'regular'
b'19445662',b'created_by',b'JOSM',b'regular'
b'19445668',b'highway',b'give_way',b'regular'
b'19445671',b'created_by',b'JOSM',b'regular'
b'19445680',b'created_by',b'JOSM',b'regular'
b'19445683',b'created_by',b'JOSM',b'regular'
b'19445688',b'created_by',b'JOSM',b'regular'
b'19445689',b'created_by',b'JOSM',b'regular'
b'19445690',b'created_by',b'JOSM',b'regular'
b'19445700',b'highway',b'give_way',b'regular'
b'19445701',b'highway',b'give_way',b'regular'
b'19445704',b'created_by',b'JOSM',b'regular'
b'19445707',b'created_by',b'JOSM',b'regular'
b'19445715',b'created_by',b'JOSM',b'regular'
b'19445716',b'created_by',b'JOSM',b'regular'
b'19445718',b'created_by',b'JOSM',b'regular'
b'19449955',b'amenity',b'place_of_worship',b'regular'
b'19449955',b'created_by',b'JOSM',b'regular'
b'19449955',b'denomination',b'anglican',b'regular'
b'19449955',b'name',b'Saint Albans Church',b'regular'
b'19449955',b'religion',b'christian',b'regular'
b'19449956',b'highway',b'give_way',b'regular'
b'19449992',b'created_by',b'JOSM',b'regular'
b'19453026',b'created_by',b'JOSM',b'regular'
b'19453033',b'amenity',b'post_office',b'regular'
b'19453033',b'name',b'Tattenhall Post Office',b'regular'
b'19453036',b'created_by',b'JOSM',b'regular'
b'19453037',b'created_by',b'JOSM',b'regular'
b'19453044',b'created_by',b'JOSM',b'regular'
b'19453047',b'created_by',b'JOSM',b'regular'
b'19453048',b'created_by',b'JOSM',b'regular'
b'19453050',b'created_by',b'JOSM',b'regular'
b'19453051',b'created_by',b'JOSM',b'regular'
b'19453052',b'created_by',b'JOSM',b'regular'
b'19453055',b'created_by',b'JOSM',b'regular'
b'19453056',b'created_by',b'JOSM',b'regular'
b'19683344',b'created_by',b'JOSM',b'regular'
b'19683345',b'created_by',b'JOSM',b'regular'
b'19683346',b'created_by',b'JOSM',b'regular'
b'19683347',b'created_by',b'JOSM',b'regular'
b'19683349',b'created_by',b'JOSM',b'regular'
b'19683350',b'created_by',b'JOSM',b'regular'
b'19683351',b'created_by',b'JOSM',b'regular'
b'19683352',b'created_by',b'JOSM',b'regular'
b'19683353',b'created_by',b'JOSM',b'regular'
b'19683354',b'created_by',b'JOSM',b'regular'
b'19683357',b'created_by',b'JOSM',b'regular'
b'19683358',b'created_by',b'JOSM',b'regular'
b'19683361',b'created_by',b'JOSM',b'regular'
b'19683363',b'created_by',b'JOSM',b'regular'
b'19683364',b'created_by',b'JOSM',b'regular'
b'19683365',b'created_by',b'JOSM',b'regular'
b'19683366',b'created_by',b'JOSM',b'regular'
b'19683367',b'created_by',b'JOSM',b'regular'
b'19683368',b'created_by',b'JOSM',b'regular'
b'19683369',b'created_by',b'JOSM',b'regular'
b'19683370',b'created_by',b'JOSM',b'regular'
b'19683371',b'created_by',b'JOSM',b'regular'
